% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-5.494000000000e+001) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.302059137e+007 +1.302059137e+007 +1.302053643e+007 +1.302053643e+007 +4.1585e-001 -1.7053e+000 -2.0621e-002 +1.5913e-001 +2.6622e-001 -1.3505e+000 +4.9945e-001 +7.3891e-001 -6.8303e-001 +2.9566e-002
7 0 +9.852347432e+006 +9.852347432e+006 +9.852292492e+006 +9.852292492e+006 +6.0941e-001 +7.7804e-001 -3.9773e-001 +2.7023e+000 -1.1043e+000 -1.9739e-001 -1.5010e+000 +8.9231e-001 +1.0511e-001 +5.8094e-001
11 0 +8.758915521e+006 +8.758915521e+006 +8.758860581e+006 +8.758860581e+006 -8.4343e-001 +1.0572e+000 +1.0549e-001 -2.4655e-002 +1.5532e+000 +6.0223e-001 -4.5448e-001 -9.7548e-001 -1.2214e+000 +1.1125e+000
15 0 +3.426515786e+006 +3.426515786e+006 +3.426460846e+006 +3.426460846e+006 -4.4332e-001 -4.5895e-001 -1.5062e-001 +1.6231e+000 +8.2137e-001 +7.2684e-001 -1.8760e+000 +9.5300e-001 +6.7367e-001 -1.1179e-001
106 0 +2.111890866e+006 +2.111890866e+006 +2.111835926e+006 +2.111835926e+006 +1.6361e+000 -1.6761e-001 +1.5499e+000 +1.2725e+000 +2.2702e+000 +1.3763e+000 -7.8115e-001 -6.7454e-001 +1.3484e+000 +1.8091e+000
113 0 +1.873243398e+006 +1.873243398e+006 +1.873188458e+006 +1.873188458e+006 -6.7605e-001 -1.3923e-001 +4.0534e+000 +9.1342e-003 -3.0552e-001 -9.7631e-002 -2.0034e+000 +5.6075e-001 -2.0223e+000 +9.9372e-001
137 0 +1.219525770e+006 +1.219525770e+006 +1.219470830e+006 +1.219470830e+006 +1.7808e+000 -1.5383e+000 +7.4598e-001 +3.8449e+000 +2.0272e+000 +1.1442e+000 +2.6293e-001 +5.9519e-001 -8.4354e-002 -3.1504e-001
161 0 +3.208183886e+005 +3.208183886e+005 +3.207634486e+005 +3.207634486e+005 -7.5883e-001 +2.4749e-001 +1.5221e+000 +2.0786e+000 +2.1975e+000 +1.5806e+000 -2.1357e+000 -1.9642e-001 -1.1313e+000 -1.2483e+000
164 0 +2.277323786e+005 +2.277323786e+005 +2.276774386e+005 +2.276774386e+005 +1.3871e+000 -1.2998e+000 +1.6802e+000 +3.4645e+000 +3.5825e+000 +8.7951e-001 +7.3916e-002 -8.0902e-001 +4.3458e-001 +1.1362e+000
387 0 +1.841775603e+005 +1.841775603e+005 +1.841226203e+005 +1.841226203e+005 -9.0407e-001 -1.6124e+000 +4.7478e+000 +3.7475e+000 +3.9731e+000 -1.7867e-001 +5.2863e-001 -2.1995e+000 +3.3330e+000 -2.5065e+000
990 0 +1.054531839e+005 +1.054531839e+005 +1.053982439e+005 +1.053982439e+005 +3.0705e+000 +5.4697e-002 +5.9424e+000 -1.3150e+000 +6.9332e+000 +2.6056e+000 +4.0599e+000 -1.0626e+000 -1.0761e+000 +1.4006e+000
1907 0 +8.661381490e+004 +8.661381490e+004 +8.655887490e+004 +8.655887490e+004 +3.7861e+000 -1.4213e+000 +1.3955e-001 +4.6527e+000 +4.9661e+000 +7.8056e-001 +4.1691e-001 -8.3038e-001 +1.8654e-001 +5.1390e+000
1921 0 +3.650998618e+004 +3.650998618e+004 +3.645504618e+004 +3.645504618e+004 +2.4317e+000 -1.2778e+000 +1.4768e+000 +3.3233e+000 +5.3679e+000 -5.5642e-001 -8.6548e-001 -2.5581e+000 +2.0801e+000 +3.7362e+000
6263 0 +3.020650199e+004 +3.020650199e+004 +3.015156199e+004 +3.015156199e+004 +3.1712e+000 -4.7372e-001 +2.1970e+000 +4.5271e-001 +4.5103e+000 +1.5118e+000 +2.8763e-001 -4.0801e-001 -2.9035e+000 +6.7481e+000
8458 0 +1.980060818e+004 +1.980060818e+004 +1.974566818e+004 +1.974566818e+004 +2.4856e+000 -7.3077e-001 +2.1090e+000 +1.1513e-001 +4.2759e+000 +2.4803e+000 +1.2919e-001 -4.7048e-001 -2.5808e+000 +6.2834e+000
8625 0 +1.833667447e+004 +1.833667447e+004 +1.828173447e+004 +1.828173447e+004 +3.2182e+000 -6.7406e-001 +1.7657e+000 -8.4673e-001 +4.5222e+000 +2.5818e+000 -6.0276e-003 -4.6217e-001 -3.5241e+000 +8.0153e+000
8702 0 +1.225926977e+004 +1.225926977e+004 +1.220432977e+004 +1.220432977e+004 +3.0960e+000 -4.5346e-001 +1.7284e+000 -6.3262e-001 +4.8614e+000 +2.1348e+000 -4.3586e-001 -7.8738e-001 -1.8376e+000 +7.0497e+000
12238 0 +1.193265831e+004 +1.193265831e+004 +1.187771831e+004 +1.187771831e+004 +3.0575e+000 -1.0388e+000 +2.1760e+000 -2.3732e-001 +4.3185e+000 +2.5305e+000 +7.1310e-002 -8.6137e-001 -2.7666e+000 +7.0316e+000
12664 0 +1.053333916e+004 +1.053333916e+004 +1.047839916e+004 +1.047839916e+004 +2.8678e+000 -9.8708e-001 +1.8878e+000 -3.2574e-001 +4.4212e+000 +2.6248e+000 -2.7303e-002 -8.0863e-001 -2.8990e+000 +6.9989e+000
12729 0 +1.040188073e+004 +1.040188073e+004 +1.034694073e+004 +1.034694073e+004 +3.1544e+000 -1.1618e+000 +1.9817e+000 -2.5492e-001 +4.4717e+000 +2.6327e+000 +1.1885e-001 -1.0242e+000 -2.8685e+000 +6.8081e+000
12878 0 +9.623899141e+003 +9.623899141e+003 +9.568959141e+003 +9.568959141e+003 +2.8259e+000 -9.9704e-001 +1.9605e+000 -2.2603e-001 +4.5193e+000 +2.4242e+000 +2.7566e-002 -1.0144e+000 -2.9536e+000 +6.7803e+000
12941 0 +8.951089436e+003 +8.951089436e+003 +8.896149436e+003 +8.896149436e+003 +3.0570e+000 -1.0847e+000 +1.9420e+000 -1.0027e-001 +4.3849e+000 +2.4708e+000 +9.2953e-002 -8.6135e-001 -2.8790e+000 +7.0320e+000
