% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-1.000000000000e+003) | measured fitness | best measured fitness | x1 | x2...
1 0 +6.913881077e+001 +6.913881077e+001 -9.308611892e+002 -9.308611892e+002 +1.8771e-001 -1.4597e-001 -4.9772e-001 +7.3982e-001 -8.6939e-001
3 0 +5.189684801e+001 +5.189684801e+001 -9.481031520e+002 -9.481031520e+002 -2.1926e-001 -3.0154e-001 -1.4016e-001 -1.6339e+000 +2.0210e+000
26 0 +3.127201708e+001 +3.127201708e+001 -9.687279829e+002 -9.687279829e+002 +8.8724e-001 -3.6105e-001 +4.5191e-001 -1.0278e-001 -2.4255e+000
27 0 +1.654487010e+001 +1.654487010e+001 -9.834551299e+002 -9.834551299e+002 +2.1963e+000 -1.2087e-001 +1.5368e-001 +2.0969e-001 +1.1690e-001
127 0 +8.936214084e+000 +8.936214084e+000 -9.910637859e+002 -9.910637859e+002 +2.1218e+000 -8.9289e-002 +4.9637e-001 -9.9307e-002 -2.2889e-001
190 0 +7.490381811e+000 +7.490381811e+000 -9.925096182e+002 -9.925096182e+002 +1.8738e+000 -1.2412e+000 -1.6893e-001 -1.0779e+000 -6.0773e-001
222 0 +1.766839497e+000 +1.766839497e+000 -9.982331605e+002 -9.982331605e+002 +2.3740e+000 +1.3716e+000 +2.9840e+000 +2.7763e-001 -1.3120e+000
1369 0 +1.025237468e+000 +1.025237468e+000 -9.989747625e+002 -9.989747625e+002 +9.3291e-001 +1.7323e+000 +3.9069e+000 +7.3926e-001 -1.9442e+000
2757 0 +5.237064941e-001 +5.237064941e-001 -9.994762935e+002 -9.994762935e+002 +5.8478e-001 +5.5457e-001 +2.5308e+000 -1.9285e-001 -2.0271e+000
2838 0 +5.102816090e-001 +5.102816090e-001 -9.994897184e+002 -9.994897184e+002 +9.5312e-001 +2.9494e-001 +2.4715e+000 +4.0350e-001 -1.3555e+000
3266 0 +2.298575055e-001 +2.298575055e-001 -9.997701425e+002 -9.997701425e+002 +3.6526e-001 +5.4487e-001 +3.1660e+000 -5.4984e-001 -2.3728e+000
4435 0 +9.218225143e-002 +9.218225143e-002 -9.999078177e+002 -9.999078177e+002 +7.6723e-001 +7.5219e-001 +3.2199e+000 -7.1144e-001 -2.2876e+000
4740 0 +4.824824798e-002 +4.824824798e-002 -9.999517518e+002 -9.999517518e+002 +8.7209e-001 +6.3654e-001 +2.7950e+000 -7.4806e-001 -2.1859e+000
