% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.537270623e+04 +5.537270623e+04 +5.482620623e+04 +5.482620623e+04 +2.1468e+00 -1.7090e+00 +1.4703e+00 +4.8169e+00 -3.4615e-01 +1.3527e+00 -2.8323e+00 -1.8987e+00 -3.5017e+00 -2.2628e+00
12 +3.058378335e+04 +3.058378335e+04 +3.003728335e+04 +3.003728335e+04 +2.1364e+00 -1.6673e+00 +1.5531e+00 +4.4469e+00 -1.3401e-01 +1.1225e+00 -2.9461e+00 -1.4631e+00 -3.6753e+00 -1.2628e+00
23 +4.968891207e+03 +4.968891207e+03 +4.422391207e+03 +4.422391207e+03 +2.0929e+00 -1.4929e+00 +1.8753e+00 +3.0389e+00 +5.4247e-01 +3.3866e-01 -3.2801e+00 -3.5229e-01 -3.2228e+00 +5.8829e-01
34 +1.860626817e+03 +1.860626817e+03 +1.314126817e+03 +1.314126817e+03 +2.0649e+00 -1.3811e+00 +2.0468e+00 +2.3288e+00 +7.1109e-01 +1.0893e-01 -3.1795e+00 -6.6143e-02 -2.8711e+00 +9.0422e-01
45 +1.790173334e+02 +1.790173334e+02 -3.674826666e+02 -3.674826666e+02 +2.0227e+00 -1.2124e+00 +2.2670e+00 +1.4274e+00 +8.6366e-01 -6.7795e-02 -2.9038e+00 +1.4919e-01 -2.6116e+00 +1.2402e+00
56 +2.599239367e+01 +2.599239367e+01 -5.205076063e+02 -5.205076063e+02 +2.0003e+00 -1.1235e+00 +2.3471e+00 +1.0987e+00 +9.1420e-01 -1.1267e-01 -2.7925e+00 +2.2727e-01 -2.5354e+00 +1.3577e+00
67 +1.947792315e+01 +1.947792315e+01 -5.270220769e+02 -5.270220769e+02 +1.9921e+00 -1.0913e+00 +2.3533e+00 +1.0722e+00 +9.1852e-01 -1.1659e-01 -2.7819e+00 +2.3475e-01 -2.5284e+00 +1.3684e+00
78 +6.260839283e+00 +6.260839283e+00 -5.402391607e+02 -5.402391607e+02 +1.9619e+00 -9.7324e-01 +2.3714e+00 +9.9457e-01 +9.3116e-01 -1.2968e-01 -2.7556e+00 +2.5790e-01 -2.5077e+00 +1.4006e+00
188 +3.692246983e+00 +3.692246983e+00 -5.428077530e+02 -5.428077530e+02 +1.8900e+00 -8.7921e-01 +2.3318e+00 +1.0903e+00 +8.4008e-01 -1.7985e-02 -2.6299e+00 +3.4580e-01 -2.6075e+00 +1.4088e+00
397 +2.509306199e+00 +2.509306199e+00 -5.439906938e+02 -5.439906938e+02 +1.8307e+00 -9.5136e-01 +2.2935e+00 +1.0827e+00 +7.5192e-01 -1.2470e-02 -2.6201e+00 +5.0526e-01 -2.4982e+00 +1.4699e+00
1519 +1.537752072e+00 +1.537752072e+00 -5.449622479e+02 -5.449622479e+02 +2.5019e+00 -8.0411e-01 +1.4115e-01 -2.5993e+00 -1.9376e-01 -7.6547e-01 -2.4609e+00 +1.5858e+00 -1.8273e+00 +1.0137e+00
37995 +9.989028089e-01 +9.989028089e-01 -5.455010972e+02 -5.455010972e+02 +2.5054e+00 +1.2291e-01 +2.5737e+00 -1.9779e+00 -6.2559e-01 -2.7895e+00 -2.4842e-01 +1.0807e+00 -2.3699e+00 +8.7412e-01
106195 +5.555417246e-01 +5.555417246e-01 -5.459444583e+02 -5.459444583e+02 +1.5328e+00 +2.9805e+00 +1.8795e+00 -2.1763e+00 +2.1038e+00 -2.1110e+00 -2.0826e+00 +2.1850e+00 -2.1036e+00 +6.4857e-01
106228 +3.857647096e-01 +3.857647096e-01 -5.461142353e+02 -5.461142353e+02 +1.5387e+00 +2.9768e+00 +1.8759e+00 -2.1602e+00 +2.0859e+00 -2.1190e+00 -2.0775e+00 +2.1143e+00 -2.1078e+00 +6.4655e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
