% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.210623471e+02 +7.210623471e+02 +7.118523471e+02 +7.118523471e+02 -2.5008e-01 -4.7813e+00 +3.7997e+00 -1.9429e+00 -2.4804e+00 +6.0479e-01 +2.3774e+00 +4.8930e+00 -1.4354e-01 +1.9881e+00 +4.8010e-02 -3.6483e+00 -1.8876e+00 -2.0923e+00 -3.8786e+00 +4.5176e+00 -1.5506e+00 -2.7139e+00 +1.4462e+00 -4.0848e+00 -3.7416e-01 -6.4771e-01 +4.2532e+00 +1.7054e+00 +2.4672e+00 -1.2293e+00 -2.8307e+00 -2.1956e+00 -1.1453e+00 -2.9711e-01 -2.9282e+00 +3.0119e+00 +4.7839e+00 -1.7740e+00 +2.7759e+00 +2.6541e+00 +3.4990e+00 +2.6509e+00 +2.8931e-01 +3.0304e+00
83 +2.020371835e+02 +2.020371835e+02 +1.928271835e+02 +1.928271835e+02 +7.4992e-01 -3.7205e+00 +4.9250e+00 -7.4913e-01 -3.7468e+00 +1.9482e+00 +3.8025e+00 +6.4048e+00 +1.4602e+00 +2.8689e-01 -1.7567e+00 -5.5628e+00 +1.4329e-01 +6.2169e-02 -6.1641e+00 +2.0932e+00 +1.0213e+00 +1.4451e-02 -1.4481e+00 -1.0145e+00 -3.6312e+00 +2.8074e+00 +7.9185e+00 -2.1828e+00 +6.5918e+00 -5.6048e+00 +1.8109e+00 -7.1194e+00 -6.3687e+00 -5.8381e+00 +2.9498e+00 -3.2236e+00 +1.1399e+01 +5.2430e+00 -4.6679e+00 +1.0551e+01 +1.1876e+01 +1.1537e+01 -9.1374e+00 +1.3030e+01
124 +3.283168583e+01 +3.283168583e+01 +2.362168583e+01 +2.362168583e+01 +2.5468e+00 -1.8143e+00 +6.9471e+00 +1.3959e+00 -6.0223e+00 +4.3621e+00 +6.3632e+00 +7.0072e+00 +4.3418e+00 -2.7700e+00 -4.9995e+00 -6.3256e+00 +3.7926e+00 +3.9334e+00 -7.0747e+00 -2.2632e+00 +5.6427e+00 +4.9169e+00 -6.6487e+00 +4.5024e+00 -9.4836e+00 +9.0157e+00 +9.3788e+00 -9.1692e+00 +8.2352e+00 -7.3481e+00 +1.0151e+01 -9.0812e+00 -8.4498e+00 -8.0458e+00 +1.3512e+01 -1.4428e+01 +1.4034e+01 +8.0388e+00 -1.8043e+01 +1.3697e+01 +1.5213e+01 +1.5078e+01 -1.2893e+01 +1.7015e+01
165 +8.256823788e+00 +8.256823788e+00 -9.531762118e-01 -9.531762118e-01 +4.1600e+00 -1.0300e-01 +7.3904e+00 +3.3217e+00 -6.5212e+00 +6.5293e+00 +6.9247e+00 +7.2127e+00 +6.9290e+00 -5.5145e+00 -7.9110e+00 -6.5859e+00 +7.0689e+00 +7.4090e+00 -7.3854e+00 -6.1744e+00 +6.6560e+00 +9.3183e+00 -7.7889e+00 +9.4555e+00 -1.0767e+01 +1.0377e+01 +9.8772e+00 -1.0701e+01 +8.7960e+00 -7.9431e+00 +1.1980e+01 -9.7508e+00 -9.1600e+00 -8.7993e+00 +1.5827e+01 -1.6884e+01 +1.4934e+01 +8.9929e+00 -2.0976e+01 +1.4770e+01 +1.6352e+01 +1.6286e+01 -1.4175e+01 +1.8374e+01
206 +4.303545282e+00 +4.303545282e+00 -4.906454718e+00 -4.906454718e+00 +5.3807e+00 +1.1919e+00 +7.4511e+00 +4.7790e+00 -6.5895e+00 +6.7123e+00 +7.0015e+00 +7.2408e+00 +7.1475e+00 -5.7463e+00 -8.1568e+00 -6.6215e+00 +7.3456e+00 +7.7025e+00 -7.4280e+00 -6.5047e+00 +6.7946e+00 +9.6900e+00 -7.9449e+00 +9.8737e+00 -1.0942e+01 +1.0563e+01 +9.9454e+00 -1.0911e+01 +8.8727e+00 -8.0245e+00 +1.2230e+01 -9.8424e+00 -9.2572e+00 -8.9023e+00 +1.6144e+01 -1.7221e+01 +1.5057e+01 +9.1235e+00 -2.1377e+01 +1.4917e+01 +1.6508e+01 +1.6451e+01 -1.4350e+01 +1.8560e+01
247 -3.552713679e-14 -3.552713679e-14 -9.210000000e+00 -9.210000000e+00 +8.4940e+00 +8.2609e+00 +7.7325e+00 +1.2734e+01 -6.9062e+00 +7.5615e+00 +7.3578e+00 +7.3713e+00 +8.1612e+00 -6.8217e+00 -9.2976e+00 -6.7868e+00 +8.6293e+00 +9.0643e+00 -7.6252e+00 -8.0372e+00 +7.4377e+00 +1.1415e+01 -8.6686e+00 +1.1814e+01 -1.1757e+01 +1.1427e+01 +1.0262e+01 -1.1883e+01 +9.2287e+00 -8.4021e+00 +1.3391e+01 -1.0267e+01 -9.7080e+00 -9.3805e+00 +1.7614e+01 -1.8780e+01 +1.5628e+01 +9.7291e+00 -2.3239e+01 +1.5599e+01 +1.7231e+01 +1.7218e+01 -1.5164e+01 +1.9423e+01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.941665624e+02 +8.941665624e+02 +1.550156562e+03 +1.550156562e+03 +1.2383e+00 -2.4844e+00 +5.0362e-01 -3.4774e-01 -2.3402e+00 +2.3897e+00 +2.9966e+00 -4.2572e+00 +3.9229e+00 -4.5081e+00 -4.6345e+00 -4.2565e+00 +2.5509e+00 -3.1700e+00 -2.4738e+00 +1.1978e+00 -4.4903e+00 +2.3554e+00 -4.6675e+00 -6.1078e-02 -1.4190e+00 -3.3740e+00 +4.1345e+00 -4.3677e+00 +5.9518e-01 -3.1542e+00 +1.3984e+00 -4.7719e+00 +7.8766e-01 +6.8283e-01 +3.4590e+00 -4.6643e+00 -2.2377e+00 -8.6883e-01 -7.5394e-01 -1.9721e+00 +3.5741e+00 -3.7211e+00 -1.4924e+00 -1.4592e+00
83 +3.023148740e+02 +3.023148740e+02 +9.583048740e+02 +9.583048740e+02 +2.0823e+00 -3.3797e+00 -4.4617e-01 +6.5980e-01 -3.4090e+00 +1.2559e+00 +1.7938e+00 -2.9813e+00 +2.5694e+00 -5.9440e+00 -3.1113e+00 -2.6407e+00 +4.2650e+00 -4.9884e+00 -5.4482e-01 +3.2441e+00 -6.6610e+00 +5.2663e-02 -2.2248e+00 +2.5302e+00 +1.3299e+00 -6.2902e+00 +7.2280e+00 -1.0861e+00 +4.0764e+00 +5.3873e-01 -2.5191e+00 -6.1613e-01 +5.1962e+00 +5.3595e+00 -1.5020e+00 -9.9271e+00 +3.3451e+00 -6.7912e+00 +5.5286e+00 -8.6368e+00 -3.4959e+00 +3.7789e+00 -9.4486e+00 +6.9808e+00
124 +4.476682404e+01 +4.476682404e+01 +7.007568240e+02 +7.007568240e+02 +4.3189e+00 -5.7523e+00 -2.9630e+00 +3.3297e+00 -6.2413e+00 -1.7487e+00 -1.3935e+00 +3.9986e-01 -1.0174e+00 -7.1285e+00 +9.2498e-01 +1.6411e+00 +8.8072e+00 -9.8068e+00 +4.5667e+00 +8.6665e+00 -8.4518e+00 -6.0493e+00 +4.2484e+00 +9.3970e+00 +8.6143e+00 -8.6958e+00 +9.7800e+00 +7.6099e+00 +1.3301e+01 +1.0325e+01 -1.2900e+01 +1.0396e+01 +8.8330e+00 +9.2175e+00 -1.4648e+01 -1.4269e+01 +1.8139e+01 -1.1677e+01 +1.0712e+01 -1.4135e+01 -2.2231e+01 +2.3653e+01 -1.6012e+01 +1.3943e+01
