% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.109092863e+07 +2.109092863e+07 +2.109087369e+07 +2.109087369e+07 -1.2831e+00 +3.1085e+00
4 +1.232045670e+07 +1.232045670e+07 +1.232040176e+07 +1.232040176e+07 -1.4997e+00 +2.1085e+00
7 +5.567658274e+06 +5.567658274e+06 +5.567603334e+06 +5.567603334e+06 -1.7840e+00 +7.9605e-01
13 +8.109032111e+02 +8.109032111e+02 +7.559632111e+02 +7.559632111e+02 -2.2641e+00 -1.4203e+00
16 +1.668416093e+01 +1.668416093e+01 -3.825583907e+01 -3.825583907e+01 -2.2589e+00 -1.3965e+00
19 +7.420836519e-01 +7.420836519e-01 -5.419791635e+01 -5.419791635e+01 -2.2580e+00 -1.3921e+00
22 +3.512942357e-01 +3.512942357e-01 -5.458870576e+01 -5.458870576e+01 -2.2581e+00 -1.3925e+00
58 +2.288784729e-01 +2.288784729e-01 -5.471112153e+01 -5.471112153e+01 -2.1715e+00 -1.4114e+00
64 +1.421831117e-01 +1.421831117e-01 -5.479781689e+01 -5.479781689e+01 -1.9950e+00 -1.4495e+00
79 +6.476549213e-02 +6.476549213e-02 -5.487523451e+01 -5.487523451e+01 -1.8495e+00 -1.4811e+00
85 +4.429697795e-02 +4.429697795e-02 -5.489570302e+01 -5.489570302e+01 -1.6920e+00 -1.5153e+00
88 +3.023768664e-02 +3.023768664e-02 -5.490976231e+01 -5.490976231e+01 -1.6660e+00 -1.5209e+00
94 +2.241769234e-02 +2.241769234e-02 -5.491758231e+01 -5.491758231e+01 -1.6028e+00 -1.5347e+00
103 +6.621214128e-03 +6.621214128e-03 -5.493337879e+01 -5.493337879e+01 -1.6455e+00 -1.5255e+00
109 +6.444157085e-04 +6.444157085e-04 -5.493935558e+01 -5.493935558e+01 -1.7208e+00 -1.5092e+00
112 +2.873385591e-04 +2.873385591e-04 -5.493971266e+01 -5.493971266e+01 -1.7235e+00 -1.5087e+00
115 +5.966214363e-05 +5.966214363e-05 -5.493994034e+01 -5.493994034e+01 -1.7228e+00 -1.5088e+00
121 +3.224315989e-06 +3.224315989e-06 -5.493999678e+01 -5.493999678e+01 -1.7249e+00 -1.5083e+00
124 +1.849536439e-06 +1.849536439e-06 -5.493999815e+01 -5.493999815e+01 -1.7267e+00 -1.5079e+00
127 +6.521389651e-08 +6.521389651e-08 -5.493999993e+01 -5.493999993e+01 -1.7263e+00 -1.5080e+00
128 +6.268597019e-08 +6.268597019e-08 -5.493999994e+01 -5.493999994e+01 -1.7263e+00 -1.5080e+00
1696 +3.706173146e-08 +3.706173146e-08 -5.493999996e+01 -5.493999996e+01 -1.7266e+00 -1.5080e+00
8464 +5.997691233e-11 +5.997691233e-11 -5.494000000e+01 -5.494000000e+01 -1.7264e+00 -1.5080e+00
8465 +3.552713679e-12 +3.552713679e-12 -5.494000000e+01 -5.494000000e+01 -1.7264e+00 -1.5080e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.022994999e+07 +1.022994999e+07 +1.023000912e+07 +1.023000912e+07 +2.0448e+00 +2.5656e+00
4 +3.764800037e+06 +3.764800037e+06 +3.764859167e+06 +3.764859167e+06 +1.1239e+00 +1.5656e+00
7 +1.101501940e+06 +1.101501940e+06 +1.101561070e+06 +1.101561070e+06 +5.4732e-01 +9.3960e-01
10 +1.649245837e+04 +1.649245837e+04 +1.655158837e+04 +1.655158837e+04 -6.9543e-02 +2.6980e-01
13 +1.505019260e+04 +1.505019260e+04 +1.510932260e+04 +1.510932260e+04 -2.3734e-01 +8.7610e-02
16 +3.598595443e+03 +3.598595443e+03 +3.657725443e+03 +3.657725443e+03 -1.9273e-01 +1.3605e-01
