% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.833143070e+06 +9.833143070e+06 +9.833088130e+06 +9.833088130e+06 +3.5252e+00 -4.1097e+00 -2.6068e+00 -3.7833e+00 +2.6633e+00 +4.3003e+00 +3.3018e-01 +8.8171e-02 -4.7330e+00 -2.3836e+00
12 +5.259394900e+06 +5.259394900e+06 +5.259339960e+06 +5.259339960e+06 +3.3232e+00 -3.6488e+00 -1.7929e+00 -2.9555e+00 +3.4359e+00 +5.3003e+00 -3.3099e-01 -1.3030e-01 -4.6272e+00 -1.9710e+00
23 +2.265743893e+06 +2.265743893e+06 +2.265688953e+06 +2.265688953e+06 +2.8158e+00 -2.7918e+00 -1.3476e+00 -2.1855e+00 +3.6131e+00 +6.3557e+00 -2.2733e-01 -7.4517e-01 -4.2167e+00 -1.3323e+00
34 +7.245792471e+05 +7.245792471e+05 +7.245243071e+05 +7.245243071e+05 +2.2894e+00 -2.1598e+00 -7.9850e-01 -1.4397e+00 +3.9249e+00 +7.3110e+00 -2.6332e-01 -1.2166e+00 -3.8423e+00 -7.0478e-01
45 +5.879621814e+05 +5.879621814e+05 +5.879072414e+05 +5.879072414e+05 +2.0932e+00 -2.0268e+00 -5.9416e-01 -1.2113e+00 +4.0258e+00 +7.5659e+00 -2.8820e-01 -1.3298e+00 -3.7215e+00 -4.9239e-01
89 +3.964454004e+05 +3.964454004e+05 +3.963904604e+05 +3.963904604e+05 +1.4224e+00 -2.0114e+00 -3.3832e-02 -7.3517e-01 +4.2382e+00 +7.9611e+00 -2.8514e-01 -1.4742e+00 -3.3643e+00 +1.1328e-01
144 +2.368913798e+05 +2.368913798e+05 +2.368364398e+05 +2.368364398e+05 +1.0737e+00 -2.5566e+00 +7.2146e-02 -8.9726e-01 +4.0030e+00 +7.4416e+00 -1.2254e-01 -1.2355e+00 -3.2626e+00 +2.7296e-01
177 +1.320657210e+05 +1.320657210e+05 +1.320107810e+05 +1.320107810e+05 +4.4806e-01 -3.0648e+00 +4.5045e-01 -8.4136e-01 +3.7009e+00 +7.0030e+00 +4.6177e-02 -1.0550e+00 -3.0311e+00 +6.9601e-01
188 +9.002214446e+04 +9.002214446e+04 +8.996720446e+04 +8.996720446e+04 +1.0950e-01 -3.0568e+00 +7.5210e-01 -6.0694e-01 +3.6466e+00 +7.0890e+00 +6.8080e-02 -1.1135e+00 -2.8696e+00 +1.0046e+00
243 +6.274183067e+04 +6.274183067e+04 +6.268689067e+04 +6.268689067e+04 -8.7711e-02 -3.2607e+00 +1.1555e+00 -4.4253e-01 +3.2559e+00 +6.6943e+00 -9.0528e-02 -9.6506e-01 -2.8977e+00 +1.1926e+00
265 +3.956091031e+04 +3.956091031e+04 +3.950597031e+04 +3.950597031e+04 -1.5129e-01 -3.1786e+00 +2.0207e+00 +9.6576e-02 +1.9473e+00 +5.8377e+00 -5.8258e-01 -8.3150e-01 -3.1659e+00 +1.4560e+00
276 +2.172285369e+04 +2.172285369e+04 +2.166791369e+04 +2.166791369e+04 -1.5217e-01 -3.1131e+00 +1.9221e+00 +7.8459e-02 +2.1642e+00 +6.0518e+00 -5.2418e-01 -8.9914e-01 -3.1108e+00 +1.4478e+00
342 +1.584787896e+04 +1.584787896e+04 +1.579293896e+04 +1.579293896e+04 -2.6024e-01 -3.0661e+00 +2.1096e+00 +2.6396e-01 +1.9679e+00 +5.9840e+00 -5.9804e-01 -9.5204e-01 -3.0949e+00 +1.5891e+00
408 +9.283303218e+03 +9.283303218e+03 +9.228363218e+03 +9.228363218e+03 -2.8160e-01 -3.2998e+00 +1.7451e+00 +5.8978e-01 +2.0577e+00 +5.7775e+00 -8.9235e-01 -1.3970e+00 -3.1042e+00 +1.6734e+00
430 +6.105065733e+03 +6.105065733e+03 +6.050125733e+03 +6.050125733e+03 -3.0340e-01 -3.3100e+00 +1.7458e+00 +6.6869e-01 +1.9323e+00 +5.6774e+00 -9.3226e-01 -1.4582e+00 -3.1146e+00 +1.7151e+00
474 +2.110563097e+03 +2.110563097e+03 +2.055623097e+03 +2.055623097e+03 -3.2730e-01 -3.6656e+00 +1.0838e+00 +1.1915e+00 +2.0328e+00 +5.3274e+00 -1.3736e+00 -2.2141e+00 -3.1314e+00 +1.8478e+00
518 +1.565353830e+03 +1.565353830e+03 +1.510413830e+03 +1.510413830e+03 -3.8251e-01 -3.6929e+00 +1.1389e+00 +1.3441e+00 +1.9013e+00 +5.2132e+00 -1.4752e+00 -2.2962e+00 -3.1407e+00 +1.9346e+00
650 +8.855993071e+02 +8.855993071e+02 +8.306593071e+02 +8.306593071e+02 -5.5890e-01 -3.5679e+00 +5.6605e-01 +1.6193e+00 +1.8221e+00 +5.3127e+00 -1.5419e+00 -1.6464e+00 -3.6776e+00 +2.4733e+00
683 +4.287322115e+02 +4.287322115e+02 +3.737922115e+02 +3.737922115e+02 -8.8400e-01 -3.2861e+00 -6.4516e-01 +2.2271e+00 +1.6714e+00 +5.5269e+00 -1.7238e+00 -3.8438e-01 -4.7879e+00 +3.5623e+00
694 +2.276598057e+02 +2.276598057e+02 +1.727198057e+02 +1.727198057e+02 -8.5729e-01 -3.3824e+00 -4.9542e-01 +2.1783e+00 +1.7180e+00 +5.4616e+00 -1.7283e+00 -6.6262e-01 -4.5916e+00 +3.4104e+00
1002 +1.583565160e+02 +1.583565160e+02 +1.034165160e+02 +1.034165160e+02 -1.0078e+00 -3.2349e+00 -6.9473e-01 +2.2534e+00 +1.8160e+00 +5.4008e+00 -1.7094e+00 -4.7451e-01 -4.8670e+00 +3.5602e+00
1266 +9.302442395e+01 +9.302442395e+01 +3.808442395e+01 +3.808442395e+01 -1.3151e+00 -2.8494e+00 -8.6515e-01 +2.8822e+00 +2.1666e+00 +4.8908e+00 -1.4870e+00 -1.7911e-01 -4.8636e+00 +3.1677e+00
1277 +5.277699205e+01 +5.277699205e+01 -2.163007954e+00 -2.163007954e+00 -1.6055e+00 -2.4320e+00 -1.0403e+00 +3.5659e+00 +2.5234e+00 +4.4227e+00 -1.1993e+00 +2.7410e-01 -4.8012e+00 +2.7155e+00
1288 +3.796953866e+01 +3.796953866e+01 -1.697046134e+01 -1.697046134e+01 -1.5337e+00 -2.5256e+00 -9.9087e-01 +3.3917e+00 +2.4427e+00 +4.5418e+00 -1.2564e+00 +1.7978e-01 -4.8123e+00 +2.8146e+00
1310 +2.141223928e+01 +2.141223928e+01 -3.352776072e+01 -3.352776072e+01 -1.5593e+00 -2.4587e+00 -9.6962e-01 +3.4377e+00 +2.4901e+00 +4.5008e+00 -1.1880e+00 +2.6264e-01 -4.7841e+00 +2.7263e+00
1332 +1.205664124e+01 +1.205664124e+01 -4.288335876e+01 -4.288335876e+01 -1.7190e+00 -2.2400e+00 -1.0740e+00 +3.8324e+00 +2.6802e+00 +4.2270e+00 -1.0351e+00 +5.0461e-01 -4.7402e+00 +2.4719e+00
1728 +9.802829477e+00 +9.802829477e+00 -4.513717052e+01 -4.513717052e+01 -1.6982e+00 -2.2820e+00 -1.0648e+00 +3.7361e+00 +2.6241e+00 +4.2829e+00 -1.1094e+00 +4.4944e-01 -4.7147e+00 +2.5205e+00
1805 +6.033383566e+00 +6.033383566e+00 -4.890661643e+01 -4.890661643e+01 -1.8738e+00 -2.1180e+00 -1.2127e+00 +3.7097e+00 +2.6214e+00 +4.2262e+00 -1.2971e+00 +5.9337e-01 -4.5947e+00 +2.4788e+00
1871 +3.226264963e+00 +3.226264963e+00 -5.171373504e+01 -5.171373504e+01 -1.9892e+00 -2.0080e+00 -1.2438e+00 +3.6405e+00 +2.6191e+00 +4.1745e+00 -1.4402e+00 +6.2380e-01 -4.4233e+00 +2.3796e+00
1893 +2.333621617e+00 +2.333621617e+00 -5.260637838e+01 -5.260637838e+01 -2.1030e+00 -1.9014e+00 -1.3141e+00 +3.5930e+00 +2.6139e+00 +4.1364e+00 -1.5783e+00 +6.8805e-01 -4.2999e+00 +2.3226e+00
1948 +1.420078762e+00 +1.420078762e+00 -5.351992124e+01 -5.351992124e+01 -2.1958e+00 -1.8196e+00 -1.3668e+00 +3.5210e+00 +2.5968e+00 +4.1179e+00 -1.7098e+00 +7.2915e-01 -4.2049e+00 +2.2954e+00
2410 +8.775257178e-01 +8.775257178e-01 -5.406247428e+01 -5.406247428e+01 -2.1811e+00 -1.7058e+00 -1.4105e+00 +3.4635e+00 +2.6323e+00 +4.0285e+00 -1.8071e+00 +7.8579e-01 -4.0476e+00 +2.3618e+00
2432 +5.301438307e-01 +5.301438307e-01 -5.440985617e+01 -5.440985617e+01 -2.0513e+00 -1.7163e+00 -1.3743e+00 +3.4435e+00 +2.6665e+00 +3.9924e+00 -1.7622e+00 +7.5786e-01 -4.0277e+00 +2.4803e+00
2476 +3.712269143e-01 +3.712269143e-01 -5.456877309e+01 -5.456877309e+01 -1.8738e+00 -1.6992e+00 -1.3274e+00 +3.3977e+00 +2.7268e+00 +3.9159e+00 -1.7196e+00 +7.2605e-01 -3.9718e+00 +2.6566e+00
2509 +1.835626455e-01 +1.835626455e-01 -5.475643735e+01 -5.475643735e+01 -1.7622e+00 -1.6220e+00 -1.3316e+00 +3.3768e+00 +2.7942e+00 +3.8093e+00 -1.7232e+00 +7.5663e-01 -3.8700e+00 +2.7925e+00
2520 +6.939238305e-02 +6.939238305e-02 -5.487060762e+01 -5.487060762e+01 -1.7523e+00 -1.5795e+00 -1.3503e+00 +3.3751e+00 +2.8148e+00 +3.7696e+00 -1.7434e+00 +7.8521e-01 -3.8222e+00 +2.8188e+00
2542 +5.164911072e-02 +5.164911072e-02 -5.488835089e+01 -5.488835089e+01 -1.7610e+00 -1.5378e+00 -1.3737e+00 +3.3737e+00 +2.8282e+00 +3.7380e+00 -1.7717e+00 +8.1600e-01 -3.7770e+00 +2.8277e+00
2553 +2.365339302e-02 +2.365339302e-02 -5.491634661e+01 -5.491634661e+01 -1.7087e+00 -1.5129e+00 -1.3698e+00 +3.3563e+00 +2.8528e+00 +3.6997e+00 -1.7736e+00 +8.1970e-01 -3.7357e+00 +2.8878e+00
2575 +7.266876209e-03 +7.266876209e-03 -5.493273312e+01 -5.493273312e+01 -1.7107e+00 -1.5219e+00 -1.3655e+00 +3.3506e+00 +2.8470e+00 +3.7094e+00 -1.7740e+00 +8.1134e-01 -3.7416e+00 +2.8830e+00
2586 +4.891964350e-03 +4.891964350e-03 -5.493510804e+01 -5.493510804e+01 -1.7153e+00 -1.5202e+00 -1.3667e+00 +3.3482e+00 +2.8456e+00 +3.7102e+00 -1.7786e+00 +8.1182e-01 -3.7379e+00 +2.8787e+00
2608 +3.686677936e-03 +3.686677936e-03 -5.493631332e+01 -5.493631332e+01 -1.7144e+00 -1.5055e+00 -1.3720e+00 +3.3449e+00 +2.8513e+00 +3.6976e+00 -1.7880e+00 +8.2004e-01 -3.7195e+00 +2.8846e+00
