% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.846225725e+01 +2.846225725e+01 -7.408774275e+01 -7.408774275e+01 -1.5544e+00 -3.0893e+00 +1.4434e+00 -2.1431e+00 +3.8541e+00
7 +1.403988521e+01 +1.403988521e+01 -8.851011479e+01 -8.851011479e+01 -1.5570e+00 -2.7572e+00 +5.6482e-01 -2.4508e+00 +2.8541e+00
1723 +9.224611409e+00 +9.224611409e+00 -9.332538859e+01 -9.332538859e+01 -1.4330e+00 +8.3891e-01 +2.7931e+00 +3.5469e+00 -1.0768e+00
1771 +6.279747487e+00 +6.279747487e+00 -9.627025251e+01 -9.627025251e+01 -1.4335e+00 +8.3909e-01 +2.7929e+00 +3.5465e+00 -1.0774e+00
4441 +2.183253555e+00 +2.183253555e+00 -1.003667464e+02 -1.003667464e+02 +1.7261e+00 +2.2845e+00 +1.3171e+00 -1.8238e+00 +2.1753e+00
4483 +9.424233529e-01 +9.424233529e-01 -1.016075766e+02 -1.016075766e+02 +1.7210e+00 +2.2807e+00 +1.3195e+00 -1.8182e+00 +2.1731e+00
14581 +4.185927267e-01 +4.185927267e-01 -1.021314073e+02 -1.021314073e+02 -7.8183e-01 +1.8287e+00 +1.0826e+00 -7.7932e-01 +1.6795e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.168830615e+02 +1.168830615e+02 +1.885730615e+02 +1.885730615e+02 -4.8426e+00 +4.6102e+00 -9.3322e-01 -1.0950e+00 +4.1673e+00
7 +5.794711018e+01 +5.794711018e+01 +1.296371102e+02 +1.296371102e+02 -3.8426e+00 +4.0877e+00 -3.6599e-01 -1.2685e+00 +3.7155e+00
277 +9.393363723e+00 +9.393363723e+00 +8.108336372e+01 +8.108336372e+01 +1.8866e+00 +6.1924e-01 +2.7282e-01 +1.5025e+00 -7.1699e-01
319 +4.443554991e+00 +4.443554991e+00 +7.613355499e+01 +7.613355499e+01 +1.9059e+00 +6.2015e-01 +2.6045e-01 +1.5126e+00 -7.1465e-01
361 +3.216574818e+00 +3.216574818e+00 +7.490657482e+01 +7.490657482e+01 +1.9055e+00 +6.2011e-01 +2.5997e-01 +1.5125e+00 -7.1423e-01
379 +2.259676700e+00 +2.259676700e+00 +7.394967670e+01 +7.394967670e+01 +1.9095e+00 +6.1663e-01 +2.6073e-01 +1.5055e+00 -7.1022e-01
511 +1.565858185e+00 +1.565858185e+00 +7.325585818e+01 +7.325585818e+01 +1.9254e+00 +7.0057e-01 +2.1628e-01 +1.4257e+00 -7.6777e-01
13561 +9.833225326e-01 +9.833225326e-01 +7.267332253e+01 +7.267332253e+01 -8.8939e-01 +1.9271e+00 +1.5183e+00 +6.5404e-02 +4.2256e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.351152890e+01 +1.351152890e+01 +2.275215289e+02 +2.275215289e+02 -9.0456e-01 +2.4796e+00 -7.1551e-01 +3.2272e+00 -3.3355e-01
