% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-2.098800000000e+002) | measured fitness | best measured fitness | x1 | x2...
1 0 +4.611892095e+006 +4.611892095e+006 +4.611682215e+006 +4.611682215e+006 -9.4224e-001 +8.3732e-002 +1.2584e+000 +8.2715e-001 +2.4568e-001 +3.4382e-001 -6.9858e-001 +5.8227e-001 -4.6715e-001 -1.6520e-001 +1.7251e+000 -1.9495e+000 -9.2482e-002 -1.0504e+000 -4.3587e-001 +6.6263e-001 -3.0405e-001 +2.8333e-001 -1.3454e+000 +1.4481e+000
18 0 +4.339480792e+006 +4.339480792e+006 +4.339270912e+006 +4.339270912e+006 -7.8978e-001 -6.8816e-001 -1.0158e+000 +6.0973e-001 -4.5213e-002 +6.7261e-001 -4.0169e-001 +1.8714e+000 -6.9703e-001 -5.3953e-001 -2.4241e-002 +1.8463e+000 +1.1580e+000 +6.9093e-001 -9.6739e-001 +4.0327e-001 -4.0545e-001 +1.9595e-001 -1.3742e+000 +1.5991e+000
26 0 +3.713756445e+006 +3.713756445e+006 +3.713546565e+006 +3.713546565e+006 -4.0893e-001 +1.0894e+000 -1.1806e+000 +9.0053e-001 +1.0214e-001 +1.0794e+000 -9.5449e-001 -1.0041e-001 -7.4950e-001 +2.8522e-001 -9.7566e-001 +4.4588e-001 -2.8006e-001 +3.1488e-001 +5.7808e-002 -1.1935e+000 -3.7686e-001 +7.0622e-001 -1.0601e+000 +1.6600e+000
99 0 +3.462385648e+006 +3.462385648e+006 +3.462175768e+006 +3.462175768e+006 +6.1064e-001 -3.0381e-001 -5.3501e-001 -3.7283e-001 -1.5756e+000 -7.4713e-001 +6.8880e-001 +7.6278e-001 +8.3257e-001 +7.5815e-001 -1.2735e+000 -2.1458e-001 +8.9405e-001 +5.8348e-001 -5.4246e-001 +1.8248e+000 -1.5082e+000 +1.8844e+000 -1.1766e+000 +1.5220e+000
108 0 +2.719069511e+006 +2.719069511e+006 +2.718859631e+006 +2.718859631e+006 -5.8301e-001 +3.7331e-001 +3.4999e-001 +1.2472e+000 -2.4016e-001 +1.0982e+000 +6.1968e-001 -1.7477e+000 +1.8298e-001 -8.8912e-001 -4.3586e+000 -1.1072e+000 -3.0794e-001 -3.2773e-001 +3.3669e-001 +1.9546e-001 -1.9797e+000 +9.1409e-001 -1.4472e+000 +1.9265e+000
114 0 +2.511576221e+006 +2.511576221e+006 +2.511366341e+006 +2.511366341e+006 -9.1782e-001 +1.2282e+000 +1.2333e+000 +3.3275e-001 +4.7139e-001 +1.5538e+000 +2.5472e+000 +2.6873e+000 -9.5755e-002 +1.3512e+000 -1.5706e+000 -8.6545e-001 -1.3971e+000 -1.6133e+000 -2.0499e+000 -9.2255e-001 -1.4095e+000 +1.8971e+000 -1.1074e+000 +1.3019e+000
117 0 +1.248419264e+006 +1.248419264e+006 +1.248209384e+006 +1.248209384e+006 +4.2038e-001 -1.2505e+000 -1.0358e+000 -9.2412e-001 +1.6116e+000 +2.6116e+000 +1.5159e+000 +1.0517e+000 -1.3887e+000 -1.9121e+000 -5.9210e-001 -8.2828e-001 +2.0926e+000 -3.8274e-001 +1.3678e+000 -1.2277e+000 -2.4526e+000 +2.0463e+000 -1.8116e+000 +1.6196e+000
409 0 +8.440228415e+005 +8.440228415e+005 +8.438129615e+005 +8.438129615e+005 -8.0477e+000 -2.8263e-001 -9.8955e-001 -4.4509e+000 +2.8160e+000 +1.0660e+000 +1.3386e+000 -2.4693e+000 -2.7145e+000 -4.5283e+000 +1.6821e+000 +2.2105e+000 +3.7641e+000 -1.4465e+000 +1.5823e+000 -2.9310e+000 -3.1041e+000 +3.6929e+000 -2.2149e+000 +1.2184e+000
682 0 +6.008700114e+005 +6.008700114e+005 +6.006601314e+005 +6.006601314e+005 +5.7551e-001 +2.9803e-001 -7.6651e+000 +1.7439e+000 -1.7068e+000 +1.4937e+000 -9.0257e-001 +3.4615e+000 -1.5111e+000 -1.8453e+000 +3.4280e+000 -1.8435e-001 +1.4429e+000 -3.5607e+000 -1.1927e+000 -2.4724e+000 -2.3677e+000 +3.9336e+000 -1.8641e+000 +2.0725e+000
860 0 +4.882214595e+005 +4.882214595e+005 +4.880115795e+005 +4.880115795e+005 -4.5444e+000 +5.4125e-001 -7.9230e-001 +4.2452e+000 -4.1609e+000 -2.9814e-001 +3.4163e+000 -6.0069e+000 +2.8258e+000 +4.3939e+000 +1.3798e+000 +1.2633e+000 +3.7925e+000 -6.1592e-001 -1.7866e+000 -2.7555e+000 -1.9015e+000 +3.7119e+000 -2.8415e+000 +1.8207e+000
2032 0 +4.074454034e+005 +4.074454034e+005 +4.072355234e+005 +4.072355234e+005 +1.0436e+000 -3.1408e+000 -1.3181e+000 +2.8032e+000 +4.6325e+000 -3.9900e+000 +3.8497e+000 -5.9147e-001 -9.8451e-001 +5.2126e+000 -7.3385e-001 -5.9425e-001 +2.8624e+000 -1.0859e+000 +8.7890e-002 -3.4045e+000 -4.0390e+000 +2.6426e+000 -2.6890e+000 +2.2434e+000
3102 0 +3.673413936e+005 +3.673413936e+005 +3.671315136e+005 +3.671315136e+005 -2.5977e+000 +1.4409e+000 +1.9045e+000 +1.5233e+000 +3.9705e+000 +5.8147e+000 +4.1249e+000 +1.9836e+000 -4.1227e+000 +5.7802e+000 -2.4492e+000 +3.2245e+000 +4.1693e+000 -2.2254e+000 -1.8059e+000 -3.2105e+000 -2.1527e+000 +2.9836e+000 -2.9670e+000 +1.6461e+000
3326 0 +2.127084018e+005 +2.127084018e+005 +2.124985218e+005 +2.124985218e+005 -3.5975e+000 +2.2585e+000 -4.2231e-001 -1.6540e+000 +4.1743e+000 +2.5807e+000 +2.9231e+000 +1.8821e+000 -3.6736e+000 +9.4462e+000 -1.5211e+000 +3.1555e+000 +5.2881e+000 -3.4753e+000 -1.0323e+000 -4.7251e+000 -3.5939e+000 +2.9828e+000 -2.2527e+000 +1.9226e+000
3468 0 +2.082239392e+005 +2.082239392e+005 +2.080140592e+005 +2.080140592e+005 -2.1922e+000 +1.6780e+000 +1.8645e+000 -1.9524e+000 +5.6943e+000 +2.0051e+000 +3.8026e+000 +2.1721e+000 -5.2498e+000 +5.3939e+000 -4.1950e+000 +3.4771e+000 +4.0462e+000 -8.5258e-001 -1.9970e+000 -3.3138e+000 -2.6878e+000 +2.4325e+000 -2.3414e+000 +1.7449e+000
