% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4.620900000000e+002) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.259098214e+002 +2.259098214e+002 -2.361801786e+002 -2.361801786e+002 +9.7352e-001 +1.5158e+000 -4.8586e-001 -1.1606e+000 -1.0245e+000
2 0 +1.575385851e+002 +1.575385851e+002 -3.045514149e+002 -3.045514149e+002 +9.2369e-001 +1.1314e+000 -1.4500e+000 -1.3742e-001 +6.7006e-001
3 0 +1.229538813e+002 +1.229538813e+002 -3.391361187e+002 -3.391361187e+002 +4.3518e-001 +4.4469e-001 -1.5669e+000 +7.9648e-001 +1.0396e+000
4 0 +9.571208419e+001 +9.571208419e+001 -3.663779158e+002 -3.663779158e+002 +1.1055e+000 -2.9329e-001 +2.7865e-001 +2.7039e-001 +1.7428e+000
7 0 +6.502152580e+001 +6.502152580e+001 -3.970684742e+002 -3.970684742e+002 +3.1995e-001 -9.6728e-002 +4.8622e-001 +6.3313e-001 +1.2789e+000
173 0 +5.890745885e+001 +5.890745885e+001 -4.031825411e+002 -4.031825411e+002 +6.0372e-001 -1.3091e+000 +1.0920e+000 +1.0726e+000 +1.5583e+000
228 0 +5.835100418e+001 +5.835100418e+001 -4.037389958e+002 -4.037389958e+002 +1.3725e+000 +8.3961e-001 +3.5158e-001 +3.9997e-001 +2.0654e+000
230 0 +5.025773185e+001 +5.025773185e+001 -4.118322682e+002 -4.118322682e+002 +7.9740e-001 +2.9246e+000 +1.3311e+000 +3.9749e-001 +2.2843e+000
365 0 +3.828062880e+001 +3.828062880e+001 -4.238093712e+002 -4.238093712e+002 +1.3953e+000 +2.4800e+000 +1.1897e+000 +1.5151e+000 +2.3684e+000
454 0 +2.747693140e+001 +2.747693140e+001 -4.346130686e+002 -4.346130686e+002 +1.2306e+000 +1.7251e+000 +2.1450e+000 +3.6678e-001 +1.9552e+000
1604 0 +1.982344807e+001 +1.982344807e+001 -4.422665519e+002 -4.422665519e+002 +3.5763e-001 +1.6019e+000 +1.4680e+000 +7.4053e-001 +2.2712e+000
2696 0 +1.825537046e+001 +1.825537046e+001 -4.438346295e+002 -4.438346295e+002 +3.0646e-001 +2.2360e+000 +1.4865e+000 +7.6475e-001 +1.9553e+000
3078 0 +1.720198510e+001 +1.720198510e+001 -4.448880149e+002 -4.448880149e+002 +1.3129e+000 +2.9547e+000 +2.1671e+000 +3.0642e-001 +1.3154e+000
4453 0 +1.611195618e+001 +1.611195618e+001 -4.459780438e+002 -4.459780438e+002 +4.1066e-001 +1.3724e+000 +1.6096e+000 +1.1738e+000 +2.3278e+000
4807 0 +1.382248999e+001 +1.382248999e+001 -4.482675100e+002 -4.482675100e+002 +2.6837e-001 +2.2270e+000 +1.7158e+000 +1.1534e+000 +2.2683e+000
4947 0 +1.250374220e+001 +1.250374220e+001 -4.495862578e+002 -4.495862578e+002 +1.3430e+000 +2.3116e+000 +1.7541e+000 +1.1014e+000 +1.9837e+000
6224 0 +1.137358527e+001 +1.137358527e+001 -4.507164147e+002 -4.507164147e+002 +1.3430e+000 +2.3419e+000 +1.6911e+000 +1.1648e+000 +1.9421e+000
7399 0 +1.093545136e+001 +1.093545136e+001 -4.511545486e+002 -4.511545486e+002 +1.2923e+000 +2.2860e+000 +1.6408e+000 +7.2238e-001 +1.6680e+000
7468 0 +1.049081074e+001 +1.049081074e+001 -4.515991893e+002 -4.515991893e+002 +1.3010e+000 +2.3348e+000 +1.5972e+000 +6.5629e-001 +1.9623e+000
7490 0 +8.876171121e+000 +8.876171121e+000 -4.532138289e+002 -4.532138289e+002 +1.3998e+000 +2.2855e+000 +1.5841e+000 +7.9506e-001 +1.9998e+000
8012 0 +8.257384976e+000 +8.257384976e+000 -4.538326150e+002 -4.538326150e+002 +1.3636e+000 +2.2818e+000 +1.6331e+000 +7.1457e-001 +2.0355e+000
8136 0 +7.677386683e+000 +7.677386683e+000 -4.544126133e+002 -4.544126133e+002 +1.4279e+000 +2.3222e+000 +1.5935e+000 +7.3449e-001 +2.0162e+000
8141 0 +6.741008368e+000 +6.741008368e+000 -4.553489916e+002 -4.553489916e+002 +1.2816e+000 +2.3448e+000 +1.5601e+000 +7.6231e-001 +2.2881e+000
8328 0 +4.679024459e+000 +4.679024459e+000 -4.574109755e+002 -4.574109755e+002 +1.3833e+000 +2.3008e+000 +1.6218e+000 +7.6268e-001 +1.9893e+000
8695 0 +4.318788617e+000 +4.318788617e+000 -4.577712114e+002 -4.577712114e+002 +1.3215e+000 +2.2962e+000 +1.6694e+000 +7.1113e-001 +1.9854e+000
8741 0 +3.645863255e+000 +3.645863255e+000 -4.584441367e+002 -4.584441367e+002 +1.3519e+000 +2.2649e+000 +1.6220e+000 +7.2528e-001 +1.9821e+000
9887 0 +3.399371437e+000 +3.399371437e+000 -4.586906286e+002 -4.586906286e+002 +1.3355e+000 +2.3177e+000 +1.6274e+000 +7.1602e-001 +1.9832e+000
10240 0 +3.091338325e+000 +3.091338325e+000 -4.589986617e+002 -4.589986617e+002 +1.3411e+000 +2.2936e+000 +1.6312e+000 +7.3344e-001 +1.9904e+000
10685 0 +3.043105457e+000 +3.043105457e+000 -4.590468945e+002 -4.590468945e+002 +1.3385e+000 +2.2931e+000 +1.6189e+000 +7.3003e-001 +1.9923e+000
11614 0 +3.019095052e+000 +3.019095052e+000 -4.590709049e+002 -4.590709049e+002 +1.3454e+000 +2.3027e+000 +1.6096e+000 +7.2556e-001 +1.9908e+000
