% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-9.210000000000e+000) | measured fitness | best measured fitness | x1 | x2...
1 0 +2.113542036e+002 +2.113542036e+002 +2.021442036e+002 +2.021442036e+002 +8.3790e-001 -1.6121e+000 +1.2466e+000 -1.8042e-001 -1.1923e+000 -4.0157e-001 -1.5316e+000 -7.1860e-001 +1.9204e-001 -6.0238e-002
3 0 +2.045954174e+002 +2.045954174e+002 +1.953854174e+002 +1.953854174e+002 +8.5587e-002 +1.6727e+000 +2.4971e+000 +1.9442e-001 -3.7793e-001 -1.5422e+000 +1.7444e+000 +2.7042e-001 -3.1999e-002 +1.2057e+000
4 0 +1.939714491e+002 +1.939714491e+002 +1.847614491e+002 +1.847614491e+002 +8.3314e-001 +2.1598e+000 -2.4437e-001 -8.8945e-001 -1.4700e+000 -3.8576e-001 +1.3139e+000 +4.2217e-001 +3.8067e-002 +2.5505e-001
8 0 +1.782940751e+002 +1.782940751e+002 +1.690840751e+002 +1.690840751e+002 +8.5503e-001 +1.2317e+000 +9.4775e-002 -1.6620e+000 -1.3582e+000 -7.9208e-002 +6.2672e-001 -5.3099e-001 +2.1255e+000 -7.3530e-001
31 0 +1.730064612e+002 +1.730064612e+002 +1.637964612e+002 +1.637964612e+002 +8.2194e-001 +1.2745e-001 +9.6188e-002 +3.3108e-001 +2.9016e-001 -4.7615e-001 +1.8671e+000 -2.6411e-001 -9.0527e-002 -2.5617e+000
94 0 +1.686977531e+002 +1.686977531e+002 +1.594877531e+002 +1.594877531e+002 +8.5350e-001 -1.5409e-002 +9.8852e-001 +1.6905e+000 -1.9824e+000 +2.0082e+000 -1.0071e+000 +5.5126e-001 +9.9296e-001 -1.0474e+000
98 0 +1.605271423e+002 +1.605271423e+002 +1.513171423e+002 +1.513171423e+002 -7.2033e-001 -1.3797e-001 -1.0170e-002 +3.5645e-001 -5.0953e-001 +1.8909e-001 +1.9744e+000 -1.5607e-001 +2.6863e+000 -1.2843e+000
114 0 +1.437601977e+002 +1.437601977e+002 +1.345501977e+002 +1.345501977e+002 -8.1188e-001 -1.4939e-001 -6.1020e-002 +1.8762e+000 +1.5922e+000 +9.5724e-001 +2.1159e+000 +2.2912e+000 +6.3477e-001 -3.0171e+000
179 0 +1.356024814e+002 +1.356024814e+002 +1.263924814e+002 +1.263924814e+002 +2.1680e+000 +2.3049e+000 +5.4167e-001 +1.8751e+000 -6.7814e-001 +6.9755e-002 +8.0923e-001 -1.0949e+000 +3.3051e+000 -3.3737e+000
202 0 +1.289139812e+002 +1.289139812e+002 +1.197039812e+002 +1.197039812e+002 -1.1984e+000 -1.6178e+000 +1.2522e+000 -1.5366e-001 -1.1220e+000 +4.0038e+000 +2.3181e+000 +1.3908e+000 -6.1870e-001 -4.5146e+000
208 0 +1.099187334e+002 +1.099187334e+002 +1.007087334e+002 +1.007087334e+002 +9.1181e-001 -8.5301e-001 +1.1052e+000 +1.5633e+000 -1.3427e-001 +1.5532e+000 +6.7518e-001 +2.4859e+000 +4.6699e+000 -2.9257e+000
